loc_rowid,pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
34306,TOI-2236 b,TOI-2236,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,3.5315902,0.0000026,-0.0000026,0,0.05009,0.0008,-0.00082,0,14.37,0.359,-0.347,0,1.282,0.032,-0.031,0,502.16888,127.13136,-123.95308,0,1.58,0.4,-0.39,0,Mass,0,0.048,-0.052,0,1356,62,-65,0,1688,19,-21,0,0,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,,6248,72,-77,0,1.57,0.03,-0.03,0,1.34,0.07,-0.07,0,0.119,0.081,-0.078,0,[Fe/H],4.17,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h20m39.84s,20.1660113,-86d58m47.87s,-86.979965,355.59,2.461,-2.427,11.6,0.015,-0.015,9.96,0.021,-0.021,11.2905,0.000316,-0.000316,8/29/2022,2022-08,8/29/2022
34308,TOI-2257 b,TOI-2257,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=SCHANCHE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...657A..45S/abstract target=ref>Schanche et al. 2022</a>,35.189346,0.00009,-0.00009,0,0.145,0.003,-0.003,0,2.194,0.113,-0.111,0,0.196,0.01,-0.01,0,,,,,,,,,,0.496,0.216,-0.133,0,,,,,256,61,-17,0,0,<a refstr=SCHANCHE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...657A..45S/abstract target=ref>Schanche et al. 2022</a>,M3,3430,130,-130,0,0.31,0.01,-0.01,0,0.33,0.02,-0.02,0,-0.27,0.37,-0.37,0,[Fe/H],4.97,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h58m57.51s,194.7396141,+77d39m42.18s,77.6617157,57.7911,0.1053,-0.1049,15.211,0.034,-0.034,10.673,0.016,-0.016,14.1615,0.000437,-0.000437,11/9/2021,2022-01,11/9/2021
34309,TOI-2260 b,TOI-2260,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=GIACALONE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...99G/abstract target=ref>Giacalone et al. 2022</a>,0.3524728,0.0000047,-0.0000047,0,0.0097,0.0001,-0.0001,0,1.62,0.13,-0.13,0,0.145,0.012,-0.012,0,,,,,,,,,,,,,,,,,,2609,86,-86,0,0,<a refstr=GIACALONE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...99G/abstract target=ref>Giacalone et al. 2022</a>,G V,5534,100,-100,0,0.94,0.05,-0.05,0,0.99,0.04,-0.04,0,0.22,0.06,-0.06,0,[Fe/H],4.62,0.1,-0.1,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h30m40.08s,247.6669998,+49d02m48.44s,49.0467891,101.251,0.284,-0.283,10.474,0.006,-0.006,8.684,0.016,-0.016,10.2488,0.000816,-0.000816,2/15/2022,2022-02,2/15/2022
34312,TOI-2266 b,TOI-2266,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=PARVIAINEN_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240111879P/abstract target=ref>Parviainen et al. 2024</a>,2.326318,0.0000048,-0.0000048,0,0.02,0.002,-0.002,0,1.54,0.09,-0.09,0,0.137,0.008,-0.008,0,,,,,,,,,,,,,,13,3,-3,0,550,47,-47,0,0,<a refstr=PARVIAINEN_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240111879P/abstract target=ref>Parviainen et al. 2024</a>,M5.0+0.5-0.5,3200,170,-170,0,0.24,0.01,-0.01,0,0.23,0.02,-0.02,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h21m07.21s,245.2800398,+31d34m37.35s,31.5770413,51.6004,0.1297,-0.1291,16.54,0.2,-0.2,11.017,0.021,-0.021,14.8319,0.000531,-0.000531,2/5/2024,2024-01,2/5/2024
34314,TOI-2274 b,TOI-2274,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=PEL_AMP_AACUTE_EZ_TORRES_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...690A..62P/abstract target=ref>Pel&aacute;ez-Torres et al. 2024</a>,2.67963,0.000003,-0.000003,0,0.05,0.0061,-0.0066,0,2.45,0.23,-0.13,0,0.219,0.021,-0.012,0,,,,,,,,,,,,,,,,,,771,,,0,0,<a refstr=PEL_AMP_AACUTE_EZ_TORRES_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...690A..62P/abstract target=ref>Pel&aacute;ez-Torres et al. 2024</a>,M,3943,157,-157,0,0.63,0.02,-0.02,0,0.61,0.02,-0.02,0,,,,,,4.5,,,-1,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h29m50.23s,277.459311,+40d32m29.08s,40.5414117,48.876,0.05795,-0.05795,11.995,0.063,-0.063,8.342,0.017,-0.017,11.2718,0.000806,-0.000806,10/22/2024,2024-10,10/22/2024
34316,TOI-2285 b,TOI-2285,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=FUKUI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022PASJ...74L...1F/abstract target=ref>Fukui et al. 2022</a>,27.26955,0.00013,-0.0001,0,0.1363,0.001,-0.001,0,1.74,0.08,-0.08,0,0.155,0.007,-0.007,0,19.5,,,1,0.06135,,,1,Mass,0.3,0.1,-0.09,0,1.54,0.14,-0.14,0,284,6,-6,0,0,<a refstr=FUKUI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022PASJ...74L...1F/abstract target=ref>Fukui et al. 2022</a>,,3491,58,-58,0,0.46,0.01,-0.01,0,0.45,0.01,-0.01,0,-0.05,0.12,-0.12,0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h10m15.18s,332.5632644,+58d42m21.94s,58.7060934,42.409,0.047,-0.047,13.403,0.092,-0.092,9.034,0.022,-0.022,12.4314,0.000384,-0.000384,10/25/2021,2022-02,10/25/2021
34318,TOI-2337 b,TOI-2337,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=GRUNBLATT_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..120G/abstract target=ref>Grunblatt et al. 2022</a>,2.99432,0.00008,-0.00008,0,,,,,10.088,1.121,-1.121,0,0.9,0.1,-0.1,0,508.52545,47.67426,-47.67426,0,1.6,0.15,-0.15,0,Mass,0.019,0.017,-0.017,0,,,,,,,,,0,<a refstr=GRUNBLATT_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..120G/abstract target=ref>Grunblatt et al. 2022</a>,,4780,100,-100,0,3.22,0.06,-0.06,0,1.32,0.12,-0.12,0,0.39,0.06,-0.06,0,[Fe/H],3.5,0.06,-0.06,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h22m28.77s,290.6198948,+60d51m14.05s,60.8539035,536.046,5.977,-5.85,12.524,0.034,-0.034,9.678001,0.019,-0.019,11.8752,0.000215,-0.000215,3/16/2022,2022-03,3/16/2022
34319,TOI-2338 b,TOI-2338,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BRAHM_ET_AL__2023 href=https://arxiv.org/abs/2304.02139 target=ref>Brahm et al. 2023</a>,22.65398,0.00002,-0.00002,0,0.158,0.003,-0.003,0,11.209,0.224,-0.224,0,1,0.02,-0.02,0,1900.61387,66.74397,-63.56568,0,5.98,0.21,-0.2,0,Mass,0.676,0.002,-0.002,0,,,,,799,10,-11,0,0,<a refstr=BRAHM_ET_AL__2023 href=https://arxiv.org/abs/2304.02139 target=ref>Brahm et al. 2023</a>,,5581,60,-60,0,1.05,0.01,-0.01,0,0.99,0.03,-0.02,0,0.22,0.04,-0.04,0,[Fe/H],4.4,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h25m22.70s,81.3445824,-34d40m05.70s,-34.6682491,313.996,1.98,-1.956,12.483,0.03,-0.03,10.664,0.025,-0.025,12.1856,0.000129,-0.000129,4/10/2023,2023-04,4/10/2023
34322,TOI-2364 b,TOI-2364,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,4.0197517,0.0000043,-0.0000043,0,0.04871,0.00069,-0.00079,0,8.608,0.258,-0.202,0,0.768,0.023,-0.018,0,71.51139,13.66662,-15.57359,0,0.225,0.043,-0.049,0,Mass,0,,,0,237,15,-12,0,1091,17,-14,0,0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,,5306,76,-68,0,0.89,0.02,-0.02,0,0.95,0.04,-0.05,0,0.344,0.085,-0.085,0,[Fe/H],4.52,0.02,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h56m31.21s,89.1300265,-05d00m43.31s,-5.0120298,219.614,1.715,-1.689,12.234,0.057,-0.057,10.363,0.021,-0.021,12.0921,0.0006,-0.0006,2/27/2023,2023-03,2/27/2023
34323,TOI-2368 b,TOI-2368,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=SCHULTE_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168...32S/abstract target=ref>Schulte et al. 2024</a>,5.1750073,0.0000016,-0.0000016,0,0.05649,0.001,-0.001,0,10.839,0.404,-0.347,0,0.967,0.036,-0.031,0,206.58846,57.20911,-57.20911,0,0.65,0.18,-0.18,0,Mass,0.061,0.066,-0.042,0,,,,,1000,44,-31,0,0,<a refstr=SCHULTE_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168...32S/abstract target=ref>Schulte et al. 2024</a>,,5360,230,-170,0,0.85,0.03,-0.03,0,0.9,0.05,-0.05,0,0.1,0.18,-0.15,0,[Fe/H],4.54,0.03,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h59m49.83s,134.9576234,-48d29m18.57s,-48.4884929,210.915,1.181,-1.168,12.486,0.069,-0.069,10.342,0.02,-0.02,12.2727,0.000245,-0.000245,7/23/2024,2024-07,7/23/2024
34327,TOI-237 b,TOI-237,1,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=WAALKES_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...13W/abstract target=ref>Waalkes et al. 2021</a>,5.436098,0.000039,-0.000039,0,0.0341,0.001,-0.001,0,1.44,0.12,-0.12,0,0.128,0.011,-0.011,0,,,,,,,,,,0,,,0,3.7,0.5,-0.5,0,388,,,0,0,<a refstr=WAALKES_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...13W/abstract target=ref>Waalkes et al. 2021</a>,M4.5 V,3212,100,-100,0,0.21,0.01,-0.01,0,0.18,0,0,0,,,,,,5.04,0.07,-0.07,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h32m58.45s,353.2435381,-29d24m59.35s,-29.416487,38.0749,0.2292,-0.2265,16.37,0.2,-0.2,10.896,0.025,-0.025,14.754,0.000823,-0.000823,12/10/2020,2021-01,12/17/2020
34328,TOI-2373 b,TOI-2373,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=EBERHARDT_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166..271E/abstract target=ref>Eberhardt et al. 2023</a>,13.33668,0.00001,-0.00001,0,0.112,0.001,-0.001,0,10.424,0.224,-0.224,0,0.93,0.02,-0.02,0,2955.80419,63.56568,-63.56568,0,9.3,0.2,-0.2,0,Mass,0.112,0.007,-0.009,0,,,,,860,10,-10,0,0,<a refstr=EBERHARDT_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166..271E/abstract target=ref>Eberhardt et al. 2023</a>,,5651,80,-80,0,1.1,0.02,-0.02,0,1.04,0.03,-0.03,0,0.3,0.05,-0.05,0,[Fe/H],4.37,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h06m44.69s,61.6862197,-16d45m20.72s,-16.7557546,508.686,7.431,-7.223,13.251,0.08,-0.08,11.586,0.025,-0.025,13.0711,0.000337,-0.000337,12/14/2023,2023-12,12/14/2023
34331,TOI-2374 b,TOI-2374,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=HACKER_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.tmp.1415H/abstract target=ref>Hacker et al. 2024</a>,4.31361,0.00001,-0.00001,0,0.0471,0.0002,-0.0002,0,6.81,0.3,-0.3,0,0.608,0.027,-0.027,0,56.64,3.49,-4.27,0,0.17821,0.01098,-0.01343,0,Mass,0.13,,,1,,,,,885,22,-22,0,0,<a refstr=HACKER_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.tmp.1415H/abstract target=ref>Hacker et al. 2024</a>,,4802,97,-97,0,0.69,0.02,-0.02,0,0.75,0.01,-0.01,0,0.15,0.04,-0.04,0,[Fe/H],4.14,0.24,-0.24,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h17m59.58s,319.4982407,-22d02m59.36s,-22.0498228,134.655,0.875,-0.864,12.095,0.08,-0.08,9.793,0.023,-0.023,11.827,0.000255,-0.000255,6/25/2024,2024-06,6/25/2024
34333,TOI-2379 b,TOI-2379,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BRYANT_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.533.3893B/abstract target=ref>Bryant et al. 2024</a>,5.4693827,0.0000023,-0.0000023,0,0.05263,0.00091,-0.00091,0,11.725,0.258,-0.258,0,1.046,0.023,-0.023,0,1830.69162,63.56568,-63.56568,0,5.76,0.2,-0.2,0,Mass,0.342,0.0039,-0.0039,0,25.3,1.6,-1.6,0,624,12,-12,0,0,<a refstr=BRYANT_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.533.3893B/abstract target=ref>Bryant et al. 2024</a>,,3707,58,-58,0,0.62,0.01,-0.01,0,0.65,0.03,-0.03,0,0.501,0.085,-0.085,0,[Fe/H],4.65,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h52m22.09s,358.0920465,-53d02m35.36s,-53.043156,211.247,1.0895,-1.0895,15.548,0.069,-0.069,11.477,0.023,-0.023,14.6601,0.000323,-0.000323,9/17/2024,2024-10,9/17/2024
34334,TOI-238 b,TOI-238,1,1,2,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MISTRY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv231100688M/abstract target=ref>Mistry et al. 2023</a>,1.273114,0.000002,-0.000002,0,0.0212,0.0004,-0.0004,0,1.612,0.096,-0.099,0,0.144,0.009,-0.009,0,,,,,,,,,,,,,,747.65,55.61,-55.61,0,1457,47,-47,0,0,<a refstr=MISTRY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv231100688M/abstract target=ref>Mistry et al. 2023</a>,,5080,130,-130,0,0.75,0.03,-0.03,0,0.79,0.05,-0.05,0,-0.05,0.23,-0.26,0,[Fe/H],4.58,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h16m55.46s,349.2310814,-18d36m23.93s,-18.6066463,80.5407,0.2672,-0.2655,10.748,0.013,-0.013,8.598,0.021,-0.021,10.4883,0.000367,-0.000367,4/15/2024,2023-11,4/15/2024
34339,TOI-2384 b,TOI-2384,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BRYANT_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.533.3893B/abstract target=ref>Bryant et al. 2024</a>,2.13570304,0.00000038,-0.00000038,0,0.02793,0.00023,-0.00023,0,11.489,0.235,-0.235,0,1.025,0.021,-0.021,0,624.85065,18.75188,-18.75188,0,1.966,0.059,-0.059,0,Mass,0,,,0,104.3,2.4,-2.4,0,890,5,-5,0,0,<a refstr=BRYANT_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.533.3893B/abstract target=ref>Bryant et al. 2024</a>,,3943,14,-14,0,0.61,0.01,-0.01,0,0.64,0.02,-0.02,0,0.332,0.063,-0.063,0,[Fe/H],4.66,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h24m37.48s,36.1561463,-65d00m00.70s,-65.0001957,191.51,2.069,-2.026,15.103,0.137,-0.137,11.119,0.023,-0.023,14.3985,0.001171,-0.001171,9/17/2024,2024-10,9/17/2024
34341,TOI-2406 b,TOI-2406,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=HORI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240512637H/abstract target=ref>Hori et al. 2024</a>,3.0766891,0.0000024,-0.0000024,0,0.02267,0.00071,-0.00071,0,2.86,0.063,-0.069,0,0.255,0.006,-0.006,0,15.6,,,1,0.04908,,,1,Mass,0.17,0.11,-0.05,0,6.69,0.41,-0.36,0,449,7,-7,0,0,<a refstr=HORI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240512637H/abstract target=ref>Hori et al. 2024</a>,,3100,31,-24,0,0.2,0,0,0,0.17,0,0,0,-0.26,0.24,-0.24,0,[Fe/H],5.04,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h35m13.45s,8.8060544,-03d22m19.50s,-3.3720833,55.419,0.2536,-0.2512,,,,11.894,0.025,-0.025,15.6955,0.000641,-0.000641,6/10/2024,2024-06,6/10/2024
34343,TOI-2411 b,TOI-2411,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=GIACALONE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...99G/abstract target=ref>Giacalone et al. 2022</a>,0.7826942,0.0000037,-0.0000037,0,0.0144,0.0001,-0.0001,0,1.68,0.11,-0.11,0,0.15,0.01,-0.01,0,,,,,,,,,,,,,,,,,,1355,45,-45,0,0,<a refstr=GIACALONE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...99G/abstract target=ref>Giacalone et al. 2022</a>,,4099,123,-123,0,0.68,0.02,-0.02,0,0.65,0.02,-0.02,0,,,,,,4.59,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h23m41.39s,20.9224567,-08d42m06.46s,-8.7017944,59.5362,0.2878,-0.2852,11.272,0.111,-0.111,8.532,0.023,-0.023,11.2198,0.000784,-0.000784,2/15/2022,2022-02,2/15/2022
34346,TOI-2416 b,TOI-2416,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=EBERHARDT_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166..271E/abstract target=ref>Eberhardt et al. 2023</a>,8.275479,0.000009,-0.000009,0,0.0831,0.0007,-0.0007,0,9.864,0.224,-0.224,0,0.88,0.02,-0.02,0,953.48522,31.78284,-28.60456,0,3,0.1,-0.09,0,Mass,0.32,0.02,-0.02,0,,,,,1080,10,-10,0,0,<a refstr=EBERHARDT_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166..271E/abstract target=ref>Eberhardt et al. 2023</a>,,5808,80,-80,0,1.24,0.02,-0.02,0,1.12,0.03,-0.03,0,0.32,0.05,-0.05,0,[Fe/H],4.3,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h49m21.35s,57.3389409,-60d47m13.87s,-60.7871861,557.733,6.062,-5.935,13.019,0.137,-0.137,11.511,0.024,-0.024,12.8909,0.000324,-0.000324,12/14/2023,2023-12,12/14/2023
34347,TOI-2420 b,TOI-2420,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=CARLEO_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...690A..18C/abstract target=ref>Carleo et al. 2024</a>,5.842641,0.000015,-0.000013,0,0.0684,0.0067,-0.0059,0,15.02,0.829,-0.807,0,1.34,0.074,-0.072,0,294.62693,27.01541,-25.10844,0,0.927,0.085,-0.079,0,Mass,0.055,0.036,-0.031,0,1017,167,-156,0,1572,61,-64,0,0,<a refstr=CARLEO_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...690A..18C/abstract target=ref>Carleo et al. 2024</a>,,,,,,2.37,0.12,-0.12,0,1.16,0.1,-0.1,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h59m18.44s,14.8268138,-19d46m16.19s,-19.7711643,435.174,7.324,-7.09,11.574,0.092,-0.092,9.8,0.025,-0.025,11.2863,0.000651,-0.000651,10/14/2024,2024-10,10/14/2024
34350,TOI-2421 b,TOI-2421,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,4.3474032,0.0000079,-0.0000078,0,0.0543,0.0021,-0.001,0,10.368,0.392,-0.381,0,0.925,0.035,-0.034,0,105.83686,25.10844,-25.10844,0,0.333,0.079,-0.079,0,Mass,0,0.048,-0.052,0,923.6,47.8,-64.7,0,1534,20,-28,0,0,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,,5607,68,-68,0,1.75,0.05,-0.05,0,1.13,0.13,-0.06,0,0.19,0.083,-0.085,0,[Fe/H],4,0.06,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h12m36.96s,33.1540208,-35d23m27.31s,-35.3909182,327.927,3.248,-3.185,11.419,0.01,-0.01,9.667,0.021,-0.021,11.1554,0.000529,-0.000529,8/29/2022,2022-08,8/29/2022
34351,TOI-2427 b,TOI-2427,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=GIACALONE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...99G/abstract target=ref>Giacalone et al. 2022</a>,1.3060011,0.0000102,-0.0000102,0,0.0202,0.0002,-0.0002,0,1.8,0.12,-0.12,0,0.161,0.011,-0.011,0,,,,,,,,,,,,,,,,,,1117,46,-46,0,0,<a refstr=GIACALONE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...99G/abstract target=ref>Giacalone et al. 2022</a>,,4072,121,-121,0,0.65,0.02,-0.02,0,0.64,0.02,-0.02,0,,,,,,4.62,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h29m10.02s,52.2917315,-31d21m46.32s,-31.3628665,28.5147,0.0278,-0.0278,10.295,0.011,-0.011,7.048,0.024,-0.024,9.81845,0.00054,-0.00054,2/15/2022,2022-02,2/15/2022
